facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
9592,Wallace-Page,Hospital,0.0,St. James,2023-12-16,July 24 2024,"12.79388, -58.99036",Good
#9593,Hawkins Inc (St.),Hosp.,0.0,St. Joseph Parish,20180514,20220215,,Follow-Up 2023
Hf-9594,"Frost, Crawford And Jensen Clinic",Unknown,0.0,St.Michael,08-08-23,20200408,12°49′20″N 58°57′12″W,
9595,"Barnett, Smith And Mcmillan Health Centre",Clinic,0.0,St. Andrew,11 Aug 2019,2025-07-29,-59.24959;12.92713,Needs Upgrade
9596,"Hughes, Wilson And Winters Health Centre (Christ)",Chc,0.0,Christ Church,2025-04-05,24 Mar 2022,Point(-59.04166 13.13841),Nan
9597,Ochoa Group,Unknown,0.0,St. John,December 22 2016,10 Apr 2025,12°42′57″N 59°12′40″W,
30Bda3,Smith-Gibson Infirmary,Clinic🌡️,0.0,Christ Church,August 07 2025,03/06/24,,Nan
#9599,"Butler,-Mueller-And-Dickerson Infirmary (St.)",Chc,0.0,St. John,04/03/19,05 Mar 2022,-58.79580;12.95075,Needs Upgrade
73931C,Graham Inc (Christ),Health Ctr.,0.0,Christ Church,26 Jan 2017,30-07-25,-58.70289;13.15818,♥
D6Ba1B,Walker-Mann Health Centre,Polyclinic,0.0,St George,27-11-18,18 Oct 2019,Point(-58.79131 12.73497),Nan
Nan,Garcia Plc,Hosp.,0.0,Hpesoj .Ts,2024-04-06,29/10/23,13°7′37″N 59°5′22″W,Nan
Hf-9603,Morris-Rivera,Community Health Centre,0.0,St. Michael,01-10-22,30 Sep 2022,"13.06458, -58.90552",
Nan,"Guerrero,-Oliver-And-Clay Health Centre",Chc,0.0,St. Andrew Parish,October 27 2021,October 02 2019,,♥
C44Bc6,Hartman Ltd (St.George),Hospital,0.0,St.George,05/06/22,2024-07-05,,-
09606,"Curtis Llc Hospital (St.Andrew)
Newline",Health Centre,0.0,St.Andrew,20171113,26-02-25,13°7′8″N 59°1′51″W,Nan
Hf-9607,Fox-Barker Polyclinic (St.),Unknown,0.0,St. George,03 Aug 2019,30 Jul 2018,-58.83867;13.10643,Nan
9608,Harrell Plc Hosp.,Community Health Centre,0.0,St. Joseph,20210312,May 21 2018,-59.18783;13.12330,♥
09609,Brady-Stephens Infirmary (Hcruhc),Unknown,0.0,Hcruhc Tsirhc,14-11-17,27/10/23,"-58.95636, 12.74456",Good
B585E2,Hunter Llc Infirmary,Polyclinic,0.0,St. Joseph,2016-11-08,14/06/24,13°2′37″N 59°0′38″W,-
9611,"Brown,-Collins-And-Taylor (St.)",Unknown,0.0,St. Joseph,20210512,04/03/24,Point(-58.98088 13.22861),Nan
Nan,"Wilson, Gray And Arnold Hospital",Health Centre,0.0,St. Andrew Parish,February 20 2020,April 24 2021,"13.19614, -59.22190",-
577C57,Gardner-Hammond Health Centre,Health Ctr.,0.0,St. Lucy,October 28 2019,2022-05-27,"-58.89711, 12.72490",♥
#9614,Riley And Sons (St.),Unknown,0.0,St. Andrew,20-02-23,32/13/99,12°53′35″N 59°6′0″W,Reinspection Due
#9615,Rubio-Baker,Clinic,0.0,Egroeg .Ts,28-12-25,2023-11-27,"-59.05468, 13.08893",Good
Nan,Valdez Llc Hosp. (St.),Unknown,0.0,St. Michael,October 20 2024,December 24 2019,"12.98952, -59.07962",
Hf-9617,Jefferson-Wright Health Centre (St.),Community Health Ctr.,0.0,St. Peter,25/03/22,2023-07-23,Point(-59.21753 12.88011),Follow-Up 2023
9618,Khan Llc,Clinic🌡️,0.0,St. George,10/05/16,04 Jan 2018,12°55′24″N 59°6′11″W,Reinspection Due
Hf-9619,Hess-Irwin Polyclinic (St.),Hospital,0.0,St. Michael Parish,19 Jan 2020,01/06/24,"12.87618, -58.89540",♥
Hf-9620,Morales-Diaz 🏥 (Ycul),Chc,0.0,Ycul .Ts,2017-12-16,June 16 2022,,
Nan,Hernandez-Nguyen 🏥©,Community Health Centre,0.0,Nhoj .Ts,2021-12-22,10 Aug 2025,12°44′53″N 59°17′41″W,Good
Hf-9622,Martin Plc💊,Polyclinic,0.0,Hpesoj .Ts,20211102,27/12/25,-59.21178;13.13974,Nan
892B49,"Thornton,-Johnston-And-Frederick Polyclinic",Community Health Centre,0.0,St. John,December 01 2018,April 26 2018,,Follow-Up 2023
09624,Sanchez-Wilson Hospital (St.),Hospital,0.0,St. Peter,20171203,20190626,-58.99121;12.71426,Follow-Up 2023
09624,Sanchez-Wilson Hosp. (St.),Hospital,0.0,St. Peter,20171203,20190626,-58.99121;12.71426,Follow-Up 2023
Nan,Clark-Perry Health Centre (St.),Clinic,0.0,St. Lucy,26/07/21,July 11 2022,,Nan
09626,Smith-Taylor Polyclinic,Unknown,0.0,St. Andrew,26 Apr 2022,March 30 2024,Point(-58.76220 12.88187),♥
#9627,Morales-And-Sons Hosp.,Health Centre,0.0,St. Michael,June 28 2016,20220715,-59.03759;13.02512,
9628,"Shaw, Krause And Williams Clinic",Health Ctr.,0.0,St. James,23/07/19,September 15 2018,Point(-59.16465 12.93604),Nan
#9629,Carson-Zavala Polyclinic,Polyclinic 🏥,0.0,St. John Parish,18-02-19,20201006,Point(-59.06397 13.10034),Reinspection Due
#9630,"Richardson, Hendrix And Jones Medical Center",Chc,0.0,St. Lucy,20/03/25,20250117,12°49′10″N 58°48′5″W,Nan
Nan,Davis And Sons,Unknown,0.0,Christ Church,20210830,20230503,"13.25038, -59.15110",♥
086709,Fowler-Johnson Hospital,Hospital,0.0,St. John,20160208,August 19 2025,-59.02261;12.94680,Follow-Up 2023
9633,Williams-Jenkins Polyclinic,Clinic,0.0,St. Joseph,12/05/22,January 11 2020,,
Nan,"Lewis,-Walker-And-Best Infirmary (St.)",Unknown,0.0,St. Andrew,25-01-23,20250202,"-59.01571, 12.90923",Nan
Nan,Jones Llc Clinic (St.),Chc,0.0,St. Andrew,03/05/22,20231005,Point(-58.87342 12.79928),♥
Nan,"Hardy, Hart And Valdez Health Centre",Health Ctr.,0.0,St. George,23/10/16,02/03/20,Point(-59.18217 12.94760),Needs Upgrade
Hf-9637,Romero-Cobb Infirmary (St.),Unknown,0.0,St. James,11 Feb 2020,October 29 2024,"-58.82912, 12.72940",-
#9638,Morris Llc Hosp. (Christchurch),Hosp.,0.0,Christchurch,December 02 2022,20210508,"-59.12270, 12.89540",♥
Db64Dc,Hamilton Plc Health Centre (St.),Hosp.,0.0,St. Lucy,20220811,November 22 2024,"-58.88559, 13.15279",Nan
Nan,"Barker, Pennington And Mccormick Infirmary",Hospital,0.0,Ycul .Ts,2019-07-29,01/02/24,,
09641,Parks Inc (Hpesoj),Polyclinic 🏥,0.0,Hpesoj .Ts,29-11-21,19/05/25,"12.80285, -58.84440",Follow-Up 2023
9642,Williams-Mills Polyclinic,Clinic🌡️,0.0,Retep .Ts,08/08/25,October 29 2025,"-59.18862, 13.07044",Nan
Nan,Johnson And Sons,Chc,0.0,St.George,20160825,September 23 2020,13°17′11″N 59°1′25″W,Nan
Hf-9644,"Vazquez, Johnson And Santos Hospital (Christ)",Hospital,0.0,Christ Church Parish,2025-08-19,17-06-25,Point(-59.07664 12.84081),♥
F27329,"Thomas, Clark And Burke Clinic",Unknown,0.0,St. George,2018-08-28,20250406,"12.84012, -58.99887",Nan
F27329,"Thomas, Clark And Burke Clin.",Unknown,0.0,St. George,2018-08-28,20250406,"12.84012, -58.99887",Nan
09646,"Bowen,-Weaver-And-Kramer Medical Center (St)",Hosp.,0.0,St Joseph,20170614,2025-06-13,"-59.17271, 12.97384",Follow-Up 2023
09647,Bowman-Plc 🏥,Community Health Ctr.,0.0,St. Andrew,19 Nov 2018,12 Jan 2024,12°43′0″N 58°48′54″W,Nan
Nan,"Wolfe, Carr And Barry 🏥",Unknown,0.0,St. Lucy Parish,16-01-21,2019-06-28,"13.13327, -59.12667",Nan
61E210,Stewart And Sons Medical Center (St.)✨,Community Health Centre,0.0,St. Andrew,20 Apr 2018,03-01-18,,Follow-Up 2023
09650,Kelley-Payne©,Community Health Centre,0.0,St. Joseph,May 15 2022,06 May 2021,12°59′56″N 59°17′9″W,-
9651,"Davis, Flynn And Jenkins 🏥©",Chc,0.0,St Joseph,20231114,18 Apr 2022,-59.17363;13.00396,Good
Nan,Williams-Taylor Hosp.,Clinic🌡️,0.0,Christ Church,04 May 2022,21/06/23,Point(-59.12875 12.73823),-
Hf-9653,"Collier, Vasquez And Espinoza✨",Unknown,0.0,St. Michael,07-02-17,17/05/24,"-58.99329, 12.89888",Good
Nan,"Blanchard, Malone And Shepherd Hosp. (St.Michael)",Chc,0.0,St.Michael,18/09/22,02 Dec 2022,13°3′55″N 58°58′41″W,
Nan,Scott Ltd Hosp.✨,Hospital,0.0,St. George,2021-10-13,08 Aug 2025,,Nan
#9656,Hamilton And Sons (St.),Polyclinic,0.0,St. Joseph,18/06/19,01 Jun 2022,-59.29234;13.17817,Good
09657,Stanley-Bryant Polyclinic (St.),Unknown,0.0,St. George,26/09/16,22 Feb 2022,"13.27025, -59.19921",Follow-Up 2023
Hf-9658,Hicks-Morales Hosp. (Christchurch),Clinic,0.0,Christchurch,February 16 2025,November 03 2018,-59.19172;13.14952,-
Hf-9659,"Reed, Rodgers And Rodriguez",Health Centre,0.0,St. James,18-01-19,2018-11-22,"12.73565, -58.90339",Needs Upgrade
Hf-9660,"Hernandez, Davis And Hartman Clinic (Christ)",Hospital,0.0,Christ Church,20240916,2023-02-09,"-58.70793, 13.29615",Follow-Up 2023
Nan,Smith-Collins Polyclinic,Community Health Ctr.,0.0,St. George,August 27 2019,16/06/24,"-58.92886, 13.02313",Nan
Nan,"Lane, Gaines And Stafford 🏥",Health Ctr.,0.0,Werdna .Ts,April 27 2025,10-11-23,"12.71090, -59.13328",
Nan,Mcmillan Plc,Clinic🌡️,0.0,St.Peter,20190716,2024-10-06,,-
Hf-9664,Williams-Group Clinic (St.),Unknown,0.0,St. Lucy,20211111,14/08/18,-58.93452;12.79102,♥
#9665,Ortega Ltd Medical Center,Polyclinic 🏥,0.0,St. Peter,20181018,05 Aug 2019,13°9′49″N 59°16′36″W,-
#9666,"Howell, Woods And Jones",Unknown,0.0,St. James,19 Dec 2021,20190513,13°2′11″N 59°5′11″W,Nan
9667,Perkins Plc Hosp.,Health Centre,0.0,St. James,19-01-17,2024-06-28,"12.97792, -58.73152",Nan
Nan,"Bentley, Jordan And Mooney (St.)",Clinic🌡️,0.0,St. Lucy,March 15 2022,October 01 2025,"-59.01102, 12.88022",♥
Nan,Jones-Vang Hosp. (St.),Chc,0.0,St. Michael,2019-09-21,29/04/20,"-59.19849, 13.10425",Nan
Hf-9670,Campbell-Zhang Clinic,Polyclinic,0.0,Nhoj .Ts,08/08/17,August 02 2021,13°7′5″N 59°15′37″W,Follow-Up 2023
#9671,Butler-Haney,Chc,0.0,St. John,20211112,11/03/21,"13.13413, -59.05518",♥
09672,Bishop Ltd Hosp.,Unknown,0.0,St. Lucy,2022-06-19,26 May 2020,Point(-58.89874 12.77918),Reinspection Due
09673,"Miller,-Barrett-And-Morrison Hospital (St.)",Clinic🌡️,0.0,St. Lucy,06 Nov 2025,16-03-23,"-59.24498, 13.29646",Nan
09673,"Miller,-Barrett-And-Morrison Hosp. (St.)",Clinic🌡️,0.0,St. Lucy,06 Nov 2025,16-03-23,"-59.24498, 13.29646",Nan
#9674,Powell Ltd,Health Centre,0.0,St James,2019-05-06,15/05/22,Point(-58.86528 13.20137),♥
Nan,Morales Group Health Centre (Christchurch),Clinic,0.0,Christchurch,13/01/24,April 04 2025,"12.84415, -59.20009",Good
9676,Sanchez-Butler Hosp.,Polyclinic 🏥,0.0,St. Michael Parish,20210720,21-08-18,"12.89572, -58.96761",Nan
80Eae9,Payne-Sloan Polyclinic (Christ)©,Unknown,0.0,Christ Church,2017-04-26,April 18 2022,12°53′34″N 58°51′47″W,Nan
#9678,Johnson-Potts (Christ),Community Health Centre,0.0,Christ Church,09 Dec 2024,08 May 2022,,Nan
Hf-9679,Contreras-Mahoney Hosp.,Health Centre,0.0,St. Lucy,20210315,2019-09-23,"-58.99873, 12.96821",Good
960A23,Wheeler-Walker Health Centre (St.),Chc,0.0,St. James,2024-05-21,02/12/23,-58.81660;12.98753,-
3987A0,Ray-Evans Polyclinic,Health Centre,0.0,St. Michael Parish,11 Sep 2018,05 Jan 2023,-59.02587;12.89438,Nan
Hf-9682,Chang-Burns Medical Center©,Clinic,0.0,St. Peter,2019-10-16,2020-10-25,,
09683,James-Rice Polyclinic (St.),Hospital,0.0,St. John,2016-01-23,30/04/22,"-58.73441, 13.21781",Good
Nan,Waters-Group Hosp.,Health Centre,0.0,St.George,April 12 2023,23 May 2020,Point(-59.01245 12.89904),Nan
09685,Johnson-Mcintosh Infirmary,Unknown,0.0,St. James,January 11 2025,04/05/21,13°2′8″N 58°42′58″W,Follow-Up 2023
#9686,Booker Llc 🏥 (St.Michael),Polyclinic,0.0,St.Michael,20160730,February 21 2024,"12.86328, -58.89331",Needs Upgrade
9687,Coleman Inc Health Centre,Polyclinic,0.0,St. James,20210515,17-05-21,12°49′23″N 58°46′42″W,Good
9688,Ibarra-Plc,Chc,0.0,Semaj .Ts,04 Jun 2023,2023-03-16,12°46′30″N 58°57′56″W,Needs Upgrade
#9689,King-Munoz💊,Health Centre,0.0,St. Joseph Parish,27 Oct 2016,31 Dec 2024,"-59.04594, 12.81106",Nan
Nan,Johnson-Aguilar Infirmary,Clinic🌡️,0.0,St. Peter,16/01/18,23-07-23,"-58.99866, 13.18601",Nan
9691,"Berry, Mullen And Wilcox Hospital©",Hospital,0.0,St. John,27/03/19,2025-06-10,"12.81723, -58.92755",Reinspection Due
Nan,Bradley-Martinez Hosp. (St.),Polyclinic 🏥,0.0,St. Andrew,December 01 2018,February 13 2025,Point(-58.90301 13.26153),Needs Upgrade
Hf-9693,"Brown,-Hanson-And-Taylor 🏥 (St.)",Community Health Ctr.,0.0,St. Peter Parish,26/02/19,22-09-25,"-58.93413, 12.81882",
5485F8,Scott And Sons (Christ),Community Health Ctr.,0.0,Christ Church,23/09/16,20250116,"12.99535, -59.00689",Nan
Hf-9695,Morales And Sons Infirmary,Unknown,0.0,St. George,04 Dec 2020,01-09-22,"13.05671, -58.98229",-
#9696,Khan-Kirby Clinic (Christ),Health Centre,0.0,Christ Church,15-01-25,03-11-20,"12.98055, -58.70673",Reinspection Due
Hf-9697,Reynolds Group (St.),Polyclinic,0.0,St. Peter Parish,09/11/24,22-04-23,"13.22997, -58.84117",Good
09698,"Johnson, Bridges And Osborne Polyclinic (St.John)",Community Health Ctr.,0.0,St.John,2018-02-12,2019-10-12,,Good
Nan,Diaz-Meyer Polyclinic,Chc,0.0,St. Lucy,22/02/17,2021-04-21,,Reinspection Due
9700,"Fowler, Hawkins And Horn Infirmary",Community Health Ctr.,0.0,St Michael,25-08-16,20250114,,Good
B1A46A,"Vasquez,-Kaiser-And-Fox Hosp.",Clinic🌡️,0.0,St. James,11 Nov 2023,20190608,-59.27860;12.80496,Nan
Nan,Fernandez-Robinson💊,Clinic🌡️,0.0,St. George Parish,2016-07-16,03-12-18,Point(-58.72776 12.73806),Nan
Nan,Cook Group Health Centre,Clinic,0.0,Leahcim .Ts,19-08-16,20250724,12°49′33″N 58°57′30″W,-
Nan,Jones-Boyle Hospital,Hosp.,0.0,St. Michael,2018-06-26,28-06-21,12°44′58″N 59°13′55″W,Needs Upgrade
09705,"Jimenez, Ferguson And Burgess",Chc,0.0,St. Michael,02-07-17,26-07-23,"-58.78738, 12.87358",Nan
9706,Rivera And Sons,Unknown,0.0,St. Andrew,18 May 2021,28/03/19,"-59.11699, 12.80272",
09707,Morales Ltd (St.),Health Ctr.,0.0,St. Peter,20 Jun 2021,20230210,13°16′2″N 59°4′2″W,Good
Nan,"Dominguez, Phillips And Wagner Infirmary",Community Health Centre,4.0,St. Lucy,May 05 2021,03 Apr 2022,"13.07555, -59.24906",Reinspection Due
9709,Bryant-Inc Hospital,Health Centre,0.0,St. Peter,October 01 2019,21 Apr 2020,-59.13511;13.20261,Good
09710,"Aguirre, Garza And Mcguire Medical Center (St.)💊",Unknown,0.0,St. Joseph,03/08/16,20-09-22,13°5′23″N 58°44′20″W,Reinspection Due
Hf-9711,Lambert Ltd Medical Center,Hosp.,0.0,St. Joseph Parish,19 Jan 2023,04 Jan 2020,12°45′27″N 58°51′48″W,Nan
Nan,"Mitchell, Mcfarland And Miller Hospital (Christ)©",Hosp.,0.0,Christ Church,08-08-24,April 18 2025,,Nan
09713,"Drake,-Jackson-And-Rodriguez Polyclinic",Hosp.,0.0,St.Peter,14/04/25,20180214,"-59.25914, 13.25942",Follow-Up 2023
Hf-9714,Hayes-Group,Hosp.,0.0,St George,2022-02-04,May 08 2018,"13.17594, -59.20736",Nan
Nan,Davenport-Freeman 🏥,Chc,0.0,St George,24-04-22,18-02-24,Point(-59.05015 12.94490),♥
Hf-9716,Dunn-Lucero Clinic,Chc,0.0,St. Peter,2018-07-07,20240121,-59.03039;12.91805,Nan
#9717,Payne-Hammond Health Centre (St.),Hospital,0.0,St. Andrew,2016-07-14,20210524,13°9′54″N 59°14′43″W,Nan
48Bd35,Douglas Inc Hospital,Polyclinic,0.0,St. Joseph Parish,18 Nov 2022,29-11-20,,Good
5F38Bc,"Scott, Deleon And Campbell Medical Center (St.George)",Polyclinic 🏥,0.0,St.George,20160718,06 Mar 2024,"13.14940, -59.22685",Needs Upgrade
Nan,"Castaneda, Flores And Sandoval Hosp.",Community Health Centre,0.0,Christ Church,2016-10-06,26 Dec 2018,,Nan
Nan,Wilson Inc Health Centre (St.Joseph),Clinic🌡️,0.0,St.Joseph,2017-09-30,20210430,,Reinspection Due
9722,"Martin, Hoffman And Andrews Medical Center",Unknown,0.0,St. Joseph,October 09 2018,03-06-22,Point(-59.08525 12.91578),Follow-Up 2023
9723,"Parsons, Norman And Dominguez Hospital (St.)",Chc,0.0,St. Joseph,14/01/18,20251122,12°45′19″N 58°44′30″W,Needs Upgrade
9723,"Parsons, Norman And Dominguez Hosp. (St.)",Chc,0.0,St. Joseph,14/01/18,20251122,12°45′19″N 58°44′30″W,Needs Upgrade
Nan,"Phillips, Fernandez And Flores",Clinic🌡️,0.0,Christchurch,2025-07-10,15-12-25,Point(-58.94353 13.21398),Nan
Nan,Garcia-Torres,Health Ctr.,0.0,St. John,19/06/17,27/03/20,,♥
9726,Wall Inc,Clinic🌡️,21.0,St. Lucy,2017-01-17,21-06-25,"13.14961, -59.27245",Good
9727,Wells Llc Hospital,Health Centre,0.0,St. Andrew,26 Apr 2016,20240405,12°59′59″N 58°51′0″W,Nan
Nan,"Davis, Gross And Johnson Health Centre (St.)",Clinic,0.0,St. Peter,21-07-24,24/11/23,Point(-59.10767 12.75904),♥
Hf-9729,Garner-Mcmillan Medical Center,Polyclinic,0.0,St James,08-04-16,20231127,,
Nan,Brown Inc 🏥,Hosp.,0.0,Christ Church,03-07-23,20190106,"13.20643, -59.12918",Needs Upgrade
Nan,Eaton-Smith,Health Ctr.,237.0,St Peter,06/05/16,06/02/24,"12.78155, -58.96761",-
9732,Jones And Sons Health Centre (St.),Unknown,137.0,St. George,2019-07-28,02-10-21,"-59.25824, 12.82211",-
Hf-9733,"Anderson, Gilbert And Turner Health Centre (St.)",Hospital,0.0,St. John Parish,20230719,11/06/20,-58.92906;12.95678,Needs Upgrade
Nan,Jones Llc Clinic (St.),Polyclinic,0.0,St. Peter,23/04/22,20210904,"-59.25480, 13.03961",-
344498,Moore-Mitchell Clinic💊,Unknown,467.0,St. Andrew,07/05/23,17 Jan 2021,-59.06732;13.02825,
Nan,Santos Inc Medical Center,Health Centre,0.0,Christ Church,02/02/22,2019-10-29,12°52′36″N 59°4′55″W,Reinspection Due
#9737,"Tran, Hopkins And Martin Clinic (St.)",Community Health Centre,0.0,St. James,August 15 2023,June 13 2020,,Follow-Up 2023
Nan,"Barnes, Chapman And Meyers Hospital💊",Hosp.,0.0,St. Peter Parish,July 02 2016,15-10-24,"-58.96847, 13.16985",
#9739,Eaton-Mcdaniel Health Centre (St),Clinic🌡️,0.0,St George,2018-12-18,October 21 2024,"13.29725, -58.98588",Needs Upgrade
Nan,Cook Plc (St.),Polyclinic 🏥,0.0,St. George,23 Aug 2018,11 Apr 2021,"-59.00529, 13.09505",-
09741,Thompson-Bailey Medical Center💊,Clinic,0.0,St. Joseph,2025-06-13,03-09-19,"12.97573, -58.98017",Nan
9742,"Kim, Thompson And Velazquez Infirmary (St.)",Hospital,0.0,St. James,13/06/22,32/13/99,12°50′20″N 59°3′9″W,Follow-Up 2023
Nan,Delgado-Lopez Health Centre (St.)💊,Health Centre,0.0,St. Peter,26/06/19,04 May 2021,13°3′7″N 59°6′25″W,-
9744,Conley-Haynes (St.),Hosp.,0.0,St. John,2023-02-20,20210703,Point(-58.81141 13.03625),Follow-Up 2023
09745,King-And-Sons,Clinic🌡️,0.0,Semaj .Ts,08 Jul 2024,30-10-24,"12.80985, -58.81781",Follow-Up 2023
09746,"Huber,-Price-And-Watson Clinic",Polyclinic,0.0,St James,06 Feb 2019,April 21 2020,12°55′11″N 58°51′0″W,♥
Hf-9747,"Logan,-Johnson-And-Leonard Hosp. (Egroeg)",Unknown,284.0,Egroeg .Ts,May 09 2024,25/07/21,Point(-58.74162 13.23323),Nan
09748,Lynch Group Medical Center,Clinic,0.0,St. John,30-03-16,02-09-24,-59.07425;13.00413,♥
9749,Allen-Murphy,Polyclinic 🏥,0.0,St. Joseph,24-02-23,2021-06-05,"13.21064, -58.96556",Follow-Up 2023
D28C16,Roberts Ltd,Community Health Ctr.,0.0,St. Joseph,20200922,13-08-23,13°2′24″N 58°43′57″W,Follow-Up 2023
Nan,Pearson-Collins Health Centre (St.),Community Health Centre,0.0,St. James,15-07-23,28-07-19,Point(-59.00827 12.87934),Good
#9752,Gonzalez Inc (St.),Unknown,107.0,St. Lucy,20170622,21/06/18,Point(-58.73671 12.72766),Good
9753,Kennedy-Fitzgerald Infirmary,Hospital,0.0,St. Peter,17-05-16,27 Sep 2019,"-58.98018, 13.11740",Follow-Up 2023
9754,Francis And Sons Infirmary (St.),Hosp.,159.0,St. Peter,27 Jun 2016,20200907,"-58.81070, 12.78209",Nan
09755,"Martinez, Benjamin And Morris Medical Center (St.)",Unknown,0.0,St. Lucy,October 26 2017,07-10-22,-59.03288;12.72674,♥
Nan,Brown Llc Infirmary,Polyclinic,0.0,St. Joseph Parish,25/12/16,11/07/21,13°4′4″N 59°11′23″W,Nan
#9757,Lewis Inc Polyclinic (St.),Unknown,0.0,St. Peter,23/09/25,02 Jul 2018,-58.71428;13.20970,Nan
Hf-9758,"Castro, Ramsey And Black Polyclinic (St)",Unknown,0.0,St Peter,15/04/23,April 04 2020,,Follow-Up 2023
9759,"Rivera, Jones And Le Hospital (St.Michael)",Unknown,401.0,St.Michael,20/02/21,01-04-20,13°6′13″N 59°12′14″W,-
Nan,Lopez-Aguirre Polyclinic,Polyclinic 🏥,0.0,Christ Church,04/12/24,22 Jun 2025,13°9′16″N 58°49′23″W,-
09761,"Hunter,-Ford-And-Gray",Unknown,0.0,St.John,May 17 2021,December 27 2018,Point(-58.97613 13.21544),Reinspection Due
Hf-9762,Williams Ltd Medical Center (Hcruhc),Clinic,0.0,Hcruhc Tsirhc,24-12-19,28 Jun 2022,-58.72224;13.28458,Reinspection Due
9763,Callahan-Dorsey Hospital,Polyclinic 🏥,0.0,Christ Church,09/12/25,20-06-19,,Good
Nan,"Forbes-Group Hosp.
Newline",Unknown,0.0,St. John,19 Jan 2016,27-12-19,Point(-59.06914 12.99952),♥
Nan,King Inc,Hospital,0.0,St.James,20-05-18,May 19 2020,"-59.19688, 13.08124",Needs Upgrade
Nan,Wagner-Page,Clinic,0.0,St Lucy,November 29 2025,14-11-24,,Follow-Up 2023
881968,Jackson And Sons Hosp.,Community Health Ctr.,0.0,St. Peter,May 04 2023,20230725,Point(-58.89042 12.76054),♥
Hf-9768,James-Group Hosp.,Community Health Centre,445.0,St. Peter,28/11/25,2022-11-04,-59.02152;13.05149,Reinspection Due
9769,Kelley-Morris Polyclinic (St.),Chc,0.0,St. Andrew,26/12/20,09 Jan 2018,"12.92347, -59.10975",Nan
Nan,"Thompson,-Williams-And-Spears",Hospital,33.0,St. James Parish,01/09/21,20180320,-58.77130;12.91448,Needs Upgrade
Nan,"Chapman, Hall And Gardner Infirmary",Community Health Ctr.,105.0,Leahcim .Ts,20220411,2022-01-17,Point(-59.17603 12.88999),Needs Upgrade
Nan,"Miles, Crawford And Jennings (St.)",Community Health Ctr.,0.0,St. Lucy,19/04/17,22 Mar 2019,,♥
9773,"Lee,-Reilly-And-Bishop Hosp. (St.Joseph)",Polyclinic 🏥,0.0,St.Joseph,20220930,2025-12-30,12°48′24″N 59°13′16″W,Nan
09774,Anderson Ltd Polyclinic,Unknown,0.0,St. George,2021-07-25,20251018,"13.26885, -59.21451",Follow-Up 2023
Hf-9775,"Gregory, Barber And Brown (Christ)",Clinic,0.0,Christ Church Parish,08 Jan 2016,20220123,,Reinspection Due
Nan,"Abbott, Lowery And Parrish Medical Center",Polyclinic,0.0,St. Joseph,17 Dec 2019,2024-10-11,"-59.00063, 12.73557",♥
Nan,"Jimenez, Ortiz And Wilson (St.)",Clinic🌡️,0.0,St. John,07-12-22,26/05/25,"-58.82988, 13.21514",♥
Nan,Gonzales Plc (St.),Unknown,0.0,St. George,20230508,20230212,Point(-59.02207 13.16323),Reinspection Due
09779,"Lee, Hall And Newman Health Centre (St.)",Health Ctr.,0.0,St. Peter,09-03-23,20240907,Point(-59.25301 13.14957),Reinspection Due
B8Efbc,Hunt And Sons Health Centre (Christ),Community Health Centre,0.0,Christ Church,28 Mar 2020,2020-11-22,"-58.78346, 13.28890",
09781,Larson-Ltd Infirmary (St.John),Unknown,239.0,St.John,20180804,24/03/21,,-
Nan,Hayes Plc (St.Michael),Chc,0.0,St.Michael,20200303,21 Dec 2025,12°59′44″N 58°46′46″W,Nan
#9783,"Vega, Harvey And Bolton Clinic",Polyclinic,0.0,Semaj .Ts,21/03/24,2023-07-20,,Reinspection Due
#9783,"Vega, Harvey And Bolton Clin.",Polyclinic,0.0,Semaj .Ts,21/03/24,2023-07-20,,Reinspection Due
09784,"Vargas, Jones And Craig Hospital (St.)",Polyclinic 🏥,0.0,St. Peter,2018-07-09,2020-11-27,,Needs Upgrade
9785,Duran-Llc (St.),Hospital,471.0,St. Peter,26-01-19,17/05/18,13°15′59″N 59°4′45″W,Follow-Up 2023
65A0Fd,Lopez And Sons Medical Center©,Community Health Ctr.,0.0,St. John,20 Jan 2020,29-08-25,"-59.06510, 13.05964",Nan
9787,"Collins, Pineda And Garcia (St)",Community Health Centre,0.0,St George,12/05/18,April 26 2025,,Follow-Up 2023
E073D4,"Smith-Davenport Hosp. (St.)
Newline",Community Health Ctr.,0.0,St. Joseph,November 10 2024,20240621,12°46′47″N 59°9′59″W,Reinspection Due
Nan,Glenn Group (St.),Unknown,0.0,St. George,27-06-23,28/06/18,,-
#9790,Lee-Davis 🏥,Unknown,0.0,St. George,20/06/19,April 30 2025,13°15′38″N 58°43′27″W,Nan
09791,Kelly-Williams Health Centre,Clinic,0.0,St. Peter Parish,2023-09-08,24-12-19,,-
09792,Black And Sons Polyclinic (St),Polyclinic,0.0,St George,08/12/16,21 Jun 2021,,Nan
Nan,Tucker Ltd 🏥 (St.George),Clinic🌡️,0.0,St.George,06-10-22,September 22 2021,-58.85017;13.28579,♥
9794,Coleman Plc (St.),Community Health Centre,0.0,St. James,2025-10-15,21/06/24,"-58.82388, 13.23997",Needs Upgrade
7Efe7B,"Miller, Hansen And Greene Clinic (St.Lucy)",Hospital,0.0,St.Lucy,November 08 2021,26-06-21,"-58.75456, 12.74908",Needs Upgrade
